code,NAME,DATE,TYPE,TITLE,DURATION,LINK,ENG SUB,MEMBERS,KEYWORDS,TAG,ERA,SEASON,EPISODE,SOURCE,NOTES,ALT LINKS
2501074,2025.01.31 [SIGNAL] Departure for tripleS Come True tour,2025-01-31,SIGNAL,Exciting departure for tripleS Come True tour! | EN | SIGNAL 250131,0:05:02,https://youtu.be/3gQRjQyKQXQ,YES,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","airport,travel,tripleS come true,world tour","official,youtube",ASSEMBLE25,Ever01,SIGNAL 635,tripleS official,,
2501075,2025.01.31 [VARIETY] Chef’s Crash Landing: Hakka Kitchen Ep. 9 feat. Nien,2025-01-31,Variety,[ENG SUB] Chef’s Crash Landing: Hakka Kitchen Ep.9 (ft. tripleS Nien),0:58:40,https://dai.ly/x9dgdjo,YES,Nien,"food,restaurant,taiwan,variety","variety,youtube",Visionary Vision,Ever01,Ep. 9,MangoNim,,
2502001,2025.02.01 [FANCAM] tripleS Come True in Orlando (4K Front Row Full Concert),2025-02-01,"Concert,Fancam","2025.02.01 tripleS (트리플에스) tripleS Come True Tour in Orlando, FL (4K Front Row FULL CONCERT)",1:50:26,https://youtube.com/playlist?list=PLtc8XRP-GQJAA9WikfxeytF0JBMxZ8dsv,,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","concert tour,fancam,tripleS come true,world tour","fancam,youtube",ASSEMBLE25,Ever01,,kpopandsteph,Playlist of full concert in parts minus encore,
2502002,2025.02.01 [BEHIND] tripleS Come True in Bangkok,2025-02-01,Behind,tripleS Come True in Bangkok Behind [ EN ],0:17:45,https://youtu.be/egbyKbwhzgY,YES,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","behind,rehearsal,thailand,tripleS come true,world tour","behind,official,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502003,2025.02.01 [INTERVIEW] TMC Interview,2025-02-01,Interview,[ENG SUB] tripleS Fills The Heart Sound Waves For Thai WAVs | TMC Interview | 250201,0:05:42,https://youtu.be/RW5EJzpnH6o,YES,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","fan-subbed,interview,thai,thailand,tripleS come true","interview,youtube",ASSEMBLE25,Ever01,,MangoNim,,
2502004,"2025.02.01 [SIGNAL LIVE] JiWoo, ChaeYeon",2025-02-01,LIVE,"[ENG SUB] tripleS SIGNAL LIVE 250131 (Jiwoo, Chaeyeon) 트리플에스 ASMR With Mintz",1:36:11,https://youtu.be/XxlNWb8bAk8,YES,"Chaeyeon,Jiwoo","SIGNAL LIVE,asmr,fan-subbed","livestream,official,youtube",ASSEMBLE25,Ever01,,MangoNim,Jiwoo and Chaeyeon challenge themselves to do an entire livestream in ASMR.…,
2502005,2025.02.01 [SHORTS] Hip소다 in U.S.A,2025-02-01,Shorts,Hip소다 in U.S.A❤️‍🔥 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #DaHyun #다현 #ダヒョン,0:00:18,https://youtu.be/JnNY__1Glck,YES,Dahyun,tiktok challenge,"official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502006,2025.02.02 [SHORTS] Start of North American tripleS Come True Tour,2025-02-02,Shorts,tripleS Come True 북미 투어 시작🔥#tripleS #트리플에스 #トリプルS #トリプルエス #tripleS2025WorldTour,0:00:13,https://youtu.be/C8rWrdwPxQ8,YES,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","backstage,tripleS come true","official,shorts,tiktok,youtube",ASSEMBLE25,Divine01,,tripleS official,,
2502007,2025.02.02 [SecretBase] Kotone,2025-02-02,SecretBase,SecretBase 250124 Kotone.SSS [ EN ],0:04:34,https://youtu.be/sVtnLmkBZPE,YES,Kotone,self-cam,"official,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502008,2025.02.02 [MISC] LCK Skit Ep. 2 feat. SeoYeon,2025-02-02,Misc,롤 접는다. PC방 갈래? | 롤맨스 EP.2,0:08:29,https://youtu.be/9nZ3r_iBhj4,NO,Seoyeon,"LCK,gaming,pc bang,skit","miscellaneous,official,youtube",ASSEMBLE25,Ever01,,LCK,,
2502009,"2025.02.02 [INTERVIEW] tripleS Visits the Dentist feat. JiWoo, ChaeYeon",2025-02-02,Interview,"tripleS Visits the Dentist (ft. JiWoo, ChaeYeon) | Eleven Dental Clinic | 250202",0:15:56,https://dai.ly/x9eem3s,YES,"Chaeyeon,Jiwoo","dentist,fan-subbed,interview","interview,youtube",ASSEMBLE25,Ever01,,MangoNim,,
2502010,2025.02.03 [FANCAM] tripleS Come True in Brooklyn (Full Concert Playlist),2025-02-03,"Concert,Fancam,Playlist","2025.02.03 tripleS (트리플에스) tripleS Come True Tour in Brooklyn, NY (4K Front Row)",0:59:38,https://www.youtube.com/playlist?list=PLtc8XRP-GQJDJOipIgDfyUNbpP2W3KgQY,,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","concert,concert tour,fancam,tripleS come true","fancam,youtube",ASSEMBLE25,Ever01,,kpopandsteph,Playlist of full concert in parts minus encore,
2502011,2025.02.03 [SIGNAL] Grand Gravity,2025-02-03,SIGNAL,The Grand Gravity is over! A compilation of tripleS's reactions.zip | EN | SIGNAL 250203,0:11:23,https://youtu.be/Caquvk6LapE,YES,"Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","grand gravity,reaction,self-cam","official,youtube",ASSEMBLE25,Ever01,SIGNAL 636,tripleS official,Members react to the results of the Assemble25 Title Track Grand Gravity,
2502012,2025.02.03 [SHORTS] Maknaez USA vibe,2025-02-03,Shorts,막내즈의 USA vibe👊🔥 #tripleS #트리플에스 #トリプルS#トリプルエス #トエス#JooBin #주빈 #ジュビン#SeoAh #서아 #ソア,0:00:21,https://youtu.be/YH7EvPyFhMg,,"Joobin,Seoah","dance challenge,maknaes,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502013,"2025.02.03 [INTERVIEW] tripleS Visits the Dentist feat. Kotone, Lynn",2025-02-03,Interview,"tripleS Visits the Dentist (ft. Kotone, Lynn) | Eleven Dental Clinic | 250203",0:07:44,https://dai.ly/x9eem6g,YES,"Kotone,Lynn","dentist,fan-subbed,interview","interview,youtube",ASSEMBLE25,Ever01,,MangoNim,,
2502014,2025.02.04 [SHORTS] Ham SeoYeon,2025-02-04,Shorts,햄서연을 내오라 하지 않았느냐. #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #SeoYeon #서연 #ソヨン,0:00:08,https://youtu.be/fgKmjxwk8NY,,Seoyeon,"shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502015,2025.02.04 [SIGNAL] YuBin’s Birthday,2025-02-04,SIGNAL,Princess Yubam wishing every day were her birthday🎂 | EN | SIGNAL 250204,0:06:41,https://youtu.be/ZX4GXaDDuO8,YES,Yubin,"birthday,birthday cafe,birthday cake","official,youtube",ASSEMBLE25,Ever01,SIGNAL 637,tripleS official,,
2502016,"2025.02.04 [SIGNAL LIVE] Kotone, YeonJi, JiYeon",2025-02-04,LIVE,"[ENG SUB] tripleS SIGNAL LIVE 250204 (Kotone, Yeonji, Jiyeon) 트리플에스 KonJiYeonJi",0:58:33,https://youtu.be/-WZBWFs2c-4,YES,"Jiyeon,Kotone,Yeonji","SIGNAL LIVE,fan-subbed","livestream,official,youtube",ASSEMBLE25,Ever01,,MangoNim,"Kotone, Yeonji, Jiyeon chat with WAVs",
2502017,2025.02.05 [FANCAM] tripleS Come True in Montreal (Full Concert Playlist),2025-02-05,"Concert,Fancam,Playlist",[tripleS Come True] - tripleS 트리플에스 - Montreal - 250205,1:01:11,https://www.youtube.com/playlist?list=PLbH162wSrmoCG6onStU3Aj9rmJZItMrHA,,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","concert,concert tour,fancam,tripleS come true","fancam,youtube",ASSEMBLE25,Ever01,,KoalaDolphin,Playlist of full concert performance fancams,
2502018,2025.02.05 [SHORTS] CuTone,2025-02-05,Shorts,귀엽기만 하면 안 되나요❔💕 #tripleS #트리플에스 #トリプルS #トリプルエス,0:00:31,https://youtu.be/G0Wf_eWKgN4,,Nakyoung,"grapes,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502019,2025.02.05 [SHORTS],2025-02-05,Shorts,나경 : 포도 이따가 먹어야지🍇#tripleS #트리플에스 #トリプルS#トリプルエス #トエス#NaKyoung #나경 #ナギョンだいすき,0:00:15,https://youtu.be/LA1RcQNdTWI,,Kotone,"shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502020,2025.02.05 [SIGNAL LIVE] YuBin,2025-02-05,LIVE,[ENG SUB] tripleS SIGNAL LIVE 250205 (Yubin) 트리플에스 Yubami Goes Solo (ft. Chaewon),0:58:04,https://youtu.be/K2tG2_yCAvM,YES,"Chaewon,Yubin","SIGNAL LIVE,fan-subbed","livestream,official,youtube",ASSEMBLE25,Ever01,,MangoNim,Yubin does a solo live in her room and chats with WAVs. Bonus: Chaewon is next to her so joins in from the background,
2502021,2025.02.06 [SHORTS] PC Bang with SeoYeon,2025-02-06,Shorts,헛!둘셋넷 롤파크 알바생 서연 보고드립니다! #tripleS #트리플에스 #トリプルS #トリプルエス #トエス#SeoYeon #서연 #ソヨン,0:00:57,https://youtu.be/0JqgCwr-IlA,NO,Seoyeon,"gaming,pc bang","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502022,2025.02.06 [SIGNAL] Driving with SeoYeon & JiYeon,2025-02-06,SIGNAL,"WAV, get in the car! Let's go for a drive with SeoYeon & JiYeon~🚘💨 | EN | SIGNAL 250206",0:11:17,https://youtu.be/wLPb0gp0EgE,YES,"Jiyeon,Seoyeon","cafe,car ride,driving,gopchang,hotpot,photobooth,taking photos","official,youtube",ASSEMBLE25,Ever01,SIGNAL 638,tripleS official,,
2502023,"2025.02.06 [SIGNAL LIVE] Kaede, Lynn",2025-02-06,LIVE,"[ENG SUB] tripleS SIGNAL LIVE 250206 (Kaede, Lynn) 트리플에스 K-Quiz Time",0:51:46,https://youtu.be/1WLKWpiegSY,YES,"Kaede,Lynn","SIGNAL LIVE,fan-subbed,quiz","livestream,official,youtube",ASSEMBLE25,Ever01,,MangoNim,Kaede and Lynn chat with WAVs and play a Korean Quiz game,
2502024,2025.02.07 [FANCAM] tripleS Come True in Toronto (Full Concert),2025-02-07,Fancam,250207 [4K 60FPS] tripleS (트리플에스) - FULL CONCERT [COME TRUE WORLD TOUR TOUR TORONTO - 2025],1:44:36,https://youtu.be/koB2XmcOBno,,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","concert,concert tour,fancam,tripleS come true","fancam,youtube",ASSEMBLE25,Ever01,,sunmike,Full concert including ments,
2502025,2025.02.07 [SHORTS] SeoYeon & JiYeon Drive,2025-02-07,Shorts,서연 지연이랑 드라이브 Let's get it★ ˖ ࣪🚘#tripleS #트리플에스 #トリプルS #トリプルエス #SeoYeon #서연 #ソヨン #JiYeon #지연,0:00:21,https://youtu.be/KA3X6_FYhWE,,"Jiyeon,Seoyeon","driving,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502026,2025.02.07 [SHORTS] Revealing which members took each others’ pictures,2025-02-07,Shorts,멤버들의 사진을 찍어 준 데이트 상대를 공개합니다! #tripleS #트리플에스 #トリプルS #トリプルエス #トエス,0:00:59,https://youtu.be/lpwJc-M1SsY,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","premier class objekt,taking photos","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502027,2025.02.07 [SHORTS],2025-02-07,Shorts,하트밤으로 변신💘 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #YuBin #유빈 #ユビン,0:00:08,https://youtu.be/4eeEFBy29iw,,Yubin,"shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502028,2025.02.07 [SHORTS] YeonJi and ChaeWon in the snow,2025-02-07,Shorts,"연지, 채원이와 함께하는 1221번째 첫눈❄️☃️#tripleS #트리플에스 #トリプルS #トリプルエス #トエス",0:00:15,https://youtu.be/4OdepppmOLs,,"Chaewon,Yeonji","shorts,snow,tiktok challenge,winter","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502029,2025.02.08 [SHORTS],2025-02-08,Shorts,You're the missing piece that I need💜 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #SoHyun #소현 #ソヒョン,0:00:15,https://youtu.be/1p3c14YwrQw,,Sohyun,"shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502030,2025.02.08 [SHORTS],2025-02-08,Shorts,겨울의 여자 김채연❄️ #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #ChaeYeon #채연 #チェヨン,0:00:32,https://youtu.be/ohTAzGBNERo,,Chaeyeon,"shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502031,2025.02.08 [SIGNAL] Self-Cam in Taipei,2025-02-08,SIGNAL,Self-cam from the first overseas Objekt Trading Cafe has arrived🎁 | EN | SIGNAL 250208,0:07:06,https://youtu.be/_tJBiP1D4ls,YES,"Hyerin,Nakyoung,Nien,Yeonji,Yubin","mukbang,night market,self-cam,taipei,taiwan,taro,trading cafe event,vlog","official,youtube",ASSEMBLE25,Ever01,SIGNAL 639,tripleS official,,
2502032,2025.02.09 [FANCAM] tripleS Come True in Chicago (Full Concert),2025-02-09,Fancam,tripleS Come True Tour Chicago Full Concert Fan Cam 4k60H,1:51:43,https://youtu.be/wywPPKUeyvg,,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","concert,concert tour,fancam,tripleS come true","fancam,youtube",ASSEMBLE25,Ever01,,Castle Media,Full concert including ments,
2502033,2025.02.09 [SHORTS] How To Breathe Challenge,2025-02-09,Shorts,HIP하게 숨 쉬는 방법 🫁💨 chapter 1. #tripleS #트리플에스 #トリプルS #Kotone #코토네 #YeonJi #연지 #JiYeon #지연,0:00:12,https://youtu.be/eOLiJLFi2dA,,"Jiyeon,Kotone,Yeonji","shorts,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502034,2025.02.09 [SHORTS] How To Breathe Challenge,2025-02-09,Shorts,이 영상 보시고 귀엽게 숨 쉬는 법 배워가세요🧑‍⚕️🔎 #tripleS #트리플에스 #SeoYeon #서연 #Nien #니엔 #JooBin #주빈 #HaYeon #하연,0:00:15,https://youtu.be/F_Mkjxtat4k,,"Hayeon,Joobin,Nien,Seoyeon","shorts,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502035,2025.02.09 [SecretBase] KimYooYeon,2025-02-09,SecretBase,SecretBase 221130 KimYooYeon.SSS [ EN ],0:02:53,https://youtu.be/7Armo_7zdO0,YES,Yooyeon,self-cam,"official,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502036,2025.02.10 [SIGNAL] Photo Date (S1/S2/S15/S21),2025-02-10,SIGNAL,The birth of new units✨ Grapefruit Sharbet & Cheongdam-dong Ladies | EN | SIGNAL 250210,0:10:03,https://youtu.be/-68vLGYzCbE,YES,"Chaewon,Hyerin,Seoyeon,Xinyu","cafe,date,objekt,premier class objekt,shopping,taking photos","official,youtube",ASSEMBLE25,Ever01,SIGNAL 640,tripleS official,,
2502037,2025.02.10 [SHORTS],2025-02-10,Shorts,빠져드는 시간 4초😎 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス#Nien #니엔 #ニエン#Sullin #설린 #ソルリン,0:00:16,https://youtu.be/SGu4Fnww2rE,YES,"Nien,Sullin","shorts,tiktok challenge,tripleS come true","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502038,2025.02.10 [LIVE] Post-Chicago Concert Live,2025-02-10,LIVE,[ENG SUB] tripleS Come True LIVE 250210 트리플에스 Thanks Chicago,0:09:10,https://youtu.be/Tr-qKLPaoJg,YES,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","chicago,fan-subbed,live,tripleS come true","concert,greeting,youtube",ASSEMBLE25,Ever01,,MangoNim,,
2502039,2025.02.10 [RADIO] Hyun’s Close Friends Radio ft. ChaeYeon,2025-02-10,Radio,[ENG SUB] Hyun’s Close Friends Radio (ft. tripleS Chaeyeon) | 250210 | MBC Radio,0:50:32,https://youtu.be/a4pQtmNXIso,YES,Chaeyeon,"fan-subbed,radio","radio,youtube",ASSEMBLE25,Ever01,,MangoNim,,
2502040,2025.02.11 [GRAVITY] ASSEMBLE25 Leader Event Gravity,2025-02-11,Gravity,Please choose the leader for ASSEMBLE25 | EN | ASSEMBLE25 Leader Event Gravity,0:00:43,https://youtu.be/NxQs8Ei9wrc,YES,GRAVITY,"assemble25,event gravity,gravity,leader","gravity,official,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502041,"2025.02.11 [SIGNAL LIVE] SoHyun, Xinyu",2025-02-11,LIVE,"[ENG SUB] tripleS SIGNAL LIVE 250211 (Sohyun, Xinyu) - Lovers Saga Pt.4",0:53:44,https://youtu.be/vQdA1zNghFg,YES,"Sohyun,Xinyu","SIGNAL LIVE,fan-subbed","livestream,official,youtube",ASSEMBLE25,Ever01,,MangoNim,Your favorite series is back! SoXinz duo comes back after a year to chat with WAVs,
2502042,2025.02.11 [FANCAM] tripleS Come True in Houston (Full Concert Playlist),2025-02-11,"Concert,Fancam,Playlist",tripleS at tripleS Come True in Houston,1:00:51,https://www.youtube.com/playlist?list=PLcJJmFvm9AH6pFvNo6pE0CxcJ8pOIBiv4,,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","concert,concert tour,fancam,tripleS come true","fancam,youtube",ASSEMBLE25,Ever01,,diveintoskz,Playlist of full concert performance fancams,
2502043,2025.02.11 [INTERVIEW] tripleS Visits the Dentist feat. NaKyoung,2025-02-11,Interview,tripleS Visits the Dentist (ft. NaKyoung) | Eleven Dental Clinic | 250211,0:05:47,https://dai.ly/x9eem9s,YES,Nakyoung,"dentist,fan-subbed,interview","interview,youtube",ASSEMBLE25,Ever01,,MangoNim,,
2502044,2025.02.12 [SHORTS] Oh? Cute.,2025-02-12,Shorts,어? 귀엽다. #tripleS #트리플에스 #トリプルS#トリプルエス #トエス #JooBin #주빈 #ジュビン #SeoAh #서아 #ソア,0:00:16,https://youtu.be/7-v19OUw5OY,,"Joobin,Seoah","maknaes,shorts,tiktok challenge,tripleS come true","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502045,2025.02.12 [SHORTS] Chill Girl Xinyu,2025-02-12,Shorts,그저 Chill하게 춤을 추고 싶을 뿐인 Chill girl…✩°𓏲⋆🕶️ #tripleS #트리플에스 #トリプルS#トリプルエス #トエス #Xinyu #신위 #シンウィー,0:00:15,https://youtu.be/NvKfUkxIlxo,,Xinyu,"maknaes,shorts,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502046,2025.02.12 [SHORTS] Short Hair Nien,2025-02-12,Shorts,단발머리 하고 그댈 만나러 가🖤 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス#Nien #니엔 #ニエン,0:00:10,https://youtu.be/Tokp6n3mfgk,,Nien,"maknaes,shorts,tiktok challenge,tripleS come true","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502047,2025.02.12 [SIGNAL] YooYeon’s Birthday,2025-02-12,SIGNAL,The day our rabbit YooYeon descended into the world💖 | EN | SIGNAL 250212,0:14:37,https://youtu.be/D8V1Feuj-7A,YES,Yooyeon,"birthday,birthday cafe,birthday cake,perfume","official,youtube",ASSEMBLE25,Ever01,SIGNAL 641,tripleS official,,
2502048,2025.02.13 [SIGNAL] Valentine’s Day Photoshoot,2025-02-13,SIGNAL,Valentine's Day with tripleS is sweeter than chocolate🍫 [ EN ],0:15:21,https://youtu.be/zaSBZGa5A4s,YES,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","objekt,photoshoot,valentine's day","official,youtube",ASSEMBLE25,Ever01,SIGNAL 642,tripleS official,,
2502049,2025.02.13 [SHORTS] I learned ventriloquism in Chicago😏 ,2025-02-13,Shorts,시카고에서 복화술 배워왔습니다😏 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #NaKyoung #나경 #ナギョン #HaYeon #하연 #ハヨン,0:00:38,https://youtu.be/pmwVrktYh3c,,"Hayeon,Nakyoung","shorts,tiktok,tiktok challenge,tripleS come true","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502050,2025.02.13 [SHORTS] Who wants to be friends with me starting today?,2025-02-13,Shorts,오늘부터 나랑 친구 할 사람?🤗 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #SeoAh #서아 #ソア,0:00:13,https://youtu.be/bMnl-CGPLKg,,Seoah,"cute,maknaes,shorts,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502051,2025.02.13 [SHORTS] Assemble 2nd Anniversary,2025-02-13,Shorts,"ASSEMBLE의 시간은 멈추지 않아, 계속 Rising ✨ #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #tripleS_ASSEMBLE",0:00:39,https://youtu.be/rBF3s5COIKI,,"Chaeyeon,Dahyun,Hyerin,Jiwoo,Kaede,Nakyoung,Seoyeon,Soomin,Yooyeon,Yubin","anniversary,rising,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502052,"2025.02.13 [SIGNAL LIVE] HyeRin, JiWoo, SooMin",2025-02-13,LIVE,"[ENG SUB] tripleS SIGNAL LIVE 250213 (Hyerin, Jiwoo, Soomin) 트리플에스 Time to Cook!",1:28:21,https://youtu.be/JNJsSo0UCmM,YES,"Hyerin,Jiwoo,Soomin","SIGNAL LIVE,cooking,fan-subbed,kitchen,modu haus","livestream,official,youtube",ASSEMBLE25,Ever01,,MangoNim,"Hyerin, Jiwoo, and Soomin make brownies and crème brûlée in their dorm kitchens while chatting with WAVs....Warning: They almost burned down the dorm",
2502053,2025.02.14 [SIGNAL] JiYeon’s Birthday,2025-02-14,SIGNAL,JiYeon's nervous & excited first visit to her birthday cafe!🎂 | EN JP | SIGNAL 250214,0:13:43,https://youtu.be/Ok_4aFXkT9I,YES,Jiyeon,"birthday,birthday cafe,birthday cake,perfume","official,youtube",ASSEMBLE25,Ever01,SIGNAL 643,tripleS official,,
2502054,2025.02.14 [SHORTS] Happy Valentine’s Day,2025-02-14,Shorts,Happy Valentine’s Day💝 #tripleS #트리플에스 #トリプルS #トリプルエス#トエス,0:00:12,https://youtu.be/xGilsK2Lods,,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","greeting,shorts,tiktok,valentine's day","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502055,2025.02.14 [SHORTS] Happy Valentine’s Day,2025-02-14,Shorts,#ValentinesDay에 감딸기들의 등장이라...🍫💝#tripleS #트리플에스,0:00:27,https://youtu.be/SDFnRb0qook,,"Hyerin,Jiwoo,Soomin","shorts,tiktok,tiktok challenge,valentine's day","official,shorts,tiktok,youtube",ASSEMBLE25,Ever01,,tripleS official,,
2502056,2025.02.14 [FANCAM] tripleS Come True in Tempe (Full Concert),2025-02-14,Fancam,"250214 tripleS 트리플에스 Come True @ Marquee Theatre, Tempe, AZ (Arizona) Full Performance 4K Fancam",1:36:19,https://youtu.be/sTm-sS83cmk,,"Dahyun,Hayeon,Joobin,Nakyoung,Nien,Seoah,Seoyeon,Sullin","concert,concert tour,fancam,tripleS come true","fancam,youtube",ASSEMBLE25,Ever01,,はやしん,Full concert (performances only),
2502057,2025.02.15 [PERFORMANCE] Hanteo Music Awards - tripleS ‘Intro + Girls Never Die (HMA version)’,2025-02-15,Performance,tripleS(트리플에스) - Intro + Girls Never Die (Master Ver.) | 32주년 한터뮤직어워즈 2024,0:04:30,https://youtu.be/E8sH7YS4-x0,,"Chaewon,Chaeyeon,Hyerin,Jiwoo,Jiyeon,Kaede,Kotone,Lynn,Sohyun,Yeonji,Yooyeon,Yubin","awards show,girls never die,hanteo music awards,performance","performance,youtube",ASSEMBLE25,Ever01,,HANTEO CHART [한터차트],,
2502058,2025.02.15 [PERFORMANCE] Hanteo Music Awards - tripleS ‘BOSS’ (NCT U Cover),2025-02-15,Performance,ripleS(트리플에스) - Boss (Og NCT U) [HMA],0:01:20,https://youtu.be/AX95ib9tbUk,,"Hyerin,Jiwoo,Kaede,Kotone,Lynn,Sohyun,Yubin","awards show,boss,cover song,hanteo music awards,performance","performance,youtube",ASSEMBLE25,Ever01,,고등S 𝗚𝗢𝗗𝗘𝗨𝗡𝗚𝗦,,
2502059,2025.02.15 [PERFORMANCE] Hanteo Music Awards - tripleS ‘Intro + Girls Never Die (4K Focus Cam A),2025-02-15,Performance,tripleS(트리플에스) - Intro Perf. + Girls Never Die (4K Focus cam A Ver.) | 32주년 한터뮤직어워즈 2024,0:04:32,https://youtu.be/gLkbFC8mSBk,,"Chaewon,Chaeyeon,Hyerin,Jiwoo,Jiyeon,Kaede,Kotone,Lynn,Sohyun,Yeonji,Yooyeon,Yubin","awards show,girls never die,hanteo music awards,performance","performance,youtube",ASSEMBLE25,Ever01,,HANTEO CHART [한터차트],,
2502060,2025.02.15 [PERFORMANCE] Hanteo Music Awards - tripleS ‘Intro + Girls Never Die (4K Focus Cam B),2025-02-15,Performance,tripleS(트리플에스) - Intro Perf. + Girls Never Die (4K Focus cam B Ver.) | 32주년 한터뮤직어워즈 2024,0:04:32,https://youtu.be/gp1LUHBN_Js,,"Chaewon,Chaeyeon,Hyerin,Jiwoo,Jiyeon,Kaede,Kotone,Lynn,Sohyun,Yeonji,Yooyeon,Yubin","awards show,girls never die,hanteo music awards,performance","performance,youtube",ASSEMBLE25,Ever01,,HANTEO CHART [한터차트],,
2502061,2025.02.15 [PERFORMANCE] Hanteo Music Awards - tripleS ‘Intro + Girls Never Die (4K Focus Cam C),2025-02-15,Performance,tripleS(트리플에스) - Intro Perf. + Girls Never Die (4K Focus cam C Ver.) | 32주년 한터뮤직어워즈 2024,0:04:32,https://youtu.be/nHzl2bL8dfc,,"Chaewon,Chaeyeon,Hyerin,Jiwoo,Jiyeon,Kaede,Kotone,Lynn,Sohyun,Yeonji,Yooyeon,Yubin","awards show,girls never die,hanteo music awards,performance","performance,youtube",ASSEMBLE25,Ever01,,HANTEO CHART [한터차트],,
